indicator_id,대분류,소주제,응답주체,지표명,통계유형,시계열비교가능,역문항,데이터이슈,응답기저,주의사항,결측수_2021,결측수_2025,응답수_2021,응답수_2025,평균_2021,평균_2025
TR_DECISION_06,참여·자치,교사 참여·의사결정,교사,참여적 의사결정(구:교사의견 반영) - 6)학교 예산 편성,likert,Y,N,,,항목·5점 반영정도 척도 동일,0.0,0.0,5189.0,2800.0,3.816,3.7493
TR_DECISION_07,참여·자치,교사 참여·의사결정,교사,참여적 의사결정(구:교사의견 반영) - 7)학교 규칙이나 규정 제정 및 개정,likert,Y,N,,,"""학교규범 제정 및 개정""→""학교 규칙이나 규정 제정 및 개정"" 표현만 변경",0.0,0.0,5189.0,2800.0,3.7934,3.8404
TR_PLC_01,교사 전문성,동료 협력,교사,전문적 학습공동체 - 1)우리 학교는 학습공동체를 통해 처한 공동의 문제를 해결하려고 한다,likert,Y,N,,,문항 내용·5점 척도 동일(주어 표현만 변경),0.0,0.0,5189.0,2800.0,4.2079,3.9925
TR_PLC_02,교사 전문성,동료 협력,교사,전문적 학습공동체 - 2)우리 학교 선생님들은 협력하여 교육과정을 재구성하거나 공동 수업안을 개발한다,likert,Y,N,,,"""학습공동체를 통해 교육과정을 재구성하거나 공동수업안을 개발"" → ""선생님들은 협력하여 …"" 주어 표현만 변경",0.0,0.0,5189.0,2800.0,4.079,3.9364
TR_PLC_03,교사 전문성,동료 협력,교사,"전문적 학습공동체 - 3)교육과정 세미나, 교수학습활동 워크숍, 교사 학급경영 발표회 등 협력적 연구 활동을 운영한다",likert,Y,N,,,문항 내용·척도 완전 동일,0.0,0.0,5189.0,2800.0,4.0426,3.8718
TR_PLC_04,교사 전문성,동료 협력,교사,전문적 학습공동체 - 4)우리 학교는 학습하는 조직이다.,likert,Y,N,,,"""학습조직화가 되어있다"" → ""학습하는 조직이다"" 표현만 변경",0.0,0.0,5189.0,2800.0,4.0114,3.8925
TR_SCH_CULTURE_01,학교풍토·리더십,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.7726,3.7282
TR_SCH_CULTURE_02,학교풍토·리더십,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.9408,3.8786
TR_SCH_CULTURE_03,학교풍토·리더십,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.7707,3.6171
TR_SCH_CULTURE_04,학교풍토·리더십,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.8096,3.6821
TR_SCH_CULTURE_05,학교풍토·리더십,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.9484,3.8889
TR_SCH_CULTURE_06,학교풍토·리더십,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.7051,3.5675
TR_COMMUNITY_01,학교풍토·리더십,지역사회 연계,교사,지역사회와의 연계 - 1)우리 학교는 학교와 학부모 혹은 지역사회기관과의 연계협력을 중요하게 생각한다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.9946,3.86
TR_COMMUNITY_02,학교풍토·리더십,지역사회 연계,교사,지역사회와의 연계 - 2)우리 학교는 학부모나 지역사회기관으로부터 학교 교육활동에 대한 다양한 도움을 받고 있다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.8757,3.7586
TR_COMMUNITY_03,학교풍토·리더십,지역사회 연계,교사,지역사회와의 연계 - 3)우리 학교는 지역사회에 도움을 준다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.8927,3.8089
TR_COMMUNITY_04,학교풍토·리더십,지역사회 연계,교사,지역사회와의 연계 - 4)우리 학교는 학부모나 지역사회기관과 연계하여 진행하고 있는 프로그램에 학생들이 적극적으로 참여한다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.8416,3.7661
TR_COMMUNITY_05,학교풍토·리더십,지역사회 연계,교사,지역사회와의 연계 - 5)우리 학교는 학생들을 지원하기 위해 학부모나 지역사회기관과 협의회나 모임을 적극적으로 개최한다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,3.7782,3.5832
TR_SAT_JOB_01,만족도,전반적 만족도,교사,교직만족도/학교만족도 - 1)나는 교사라는 직업에 만족한다,likert,Y,N,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",0.0,0.0,5189.0,2800.0,4.1079,3.9171
TR_SAT_JOB_02,만족도,전반적 만족도,교사,교직만족도/학교만족도 - 2)나는 교사로서 하는 업무에 만족한다,likert,Y,N,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",0.0,0.0,5189.0,2800.0,3.8441,3.6043
TR_SAT_JOB_03,만족도,전반적 만족도,교사,교직만족도/학교만족도 - 3)다시 직업을 선택하더라도 교사가 될 것이다,likert,Y,N,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",0.0,0.0,5189.0,2800.0,3.6412,3.2621
TR_SAT_JOB_04,만족도,전반적 만족도,교사,교직만족도/학교만족도 - 4)나는 우리 학교에서 기대감을 갖고 하루하루를 생활한다,likert,Y,N,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",0.0,0.0,5189.0,2800.0,3.7156,3.4282
TR_SAT_JOB_05,만족도,전반적 만족도,교사,교직만족도/학교만족도 - 5)우리 학교에 대해 긍지를 느낀다,likert,Y,N,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",0.0,0.0,5189.0,2800.0,3.8273,3.5986
TR_SAT_JOB_06,만족도,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,likert,Y,N,,,"문항 내용·5점 척도 완전 동일(2주기는 1~3을 교직만족도, 4~6을 학교만족도로 구분만 명시)",0.0,0.0,5189.0,2800.0,3.9493,3.7821
TR_SAT_DETAIL_01,만족도,세부 만족도,교사,학교만족도(세부) - 1)학교의 비전 및 중점추진사항,likert,Y,N,,,항목(학교 비전·중점추진사항)·5점 만족도 척도 동일,0.0,0.0,5189.0,2800.0,3.8372,3.7907
TR_SAT_DETAIL_02,만족도,세부 만족도,교사,학교만족도(세부) - 2)학교운영 참여,likert,Y,N,,,항목(학교운영 참여) 동일,0.0,0.0,5189.0,2800.0,3.8244,3.7071
TR_SAT_DETAIL_03,만족도,세부 만족도,교사,학교만족도(세부) - 3)교수-학습 활동 결과,likert,Y,N,,,항목(교수-학습 활동 결과) 동일,0.0,0.0,5189.0,2800.0,3.953,3.9054
TR_SAT_DETAIL_04,만족도,세부 만족도,교사,학교만족도(세부) - 4)새로운 교육활동 시도,likert,Y,N,,,항목(새로운 교육활동 시도) 동일,0.0,0.0,5189.0,2800.0,3.9125,3.8246
ST_COMP_CC_CONV,학생성장,역량점수,학생,인지적 역량 환산점수(0~100),continuous,Y,N,,,"양 주기 모두 24문항 기준 환산(1주기 총점 0~23/24, 2주기 1~24/24). 환산점수 사용 권장",0.0,484.0,8884.0,4689.0,56.4048,59.1304
ST_COMP_SC_CONV,학생성장,역량점수,학생,사회적 역량 환산점수(0~100),continuous,조건부,N,,,"구성 문항 수 상이(1주기 총점 만점 80=16문항, 2주기 100=20문항). 환산점수만 비교 가능, 수준 비교 주의",0.0,484.0,8884.0,4689.0,65.811,68.8748
ST_COMP_AC_CONV,학생성장,역량점수,학생,자율적 역량 환산점수(0~100),continuous,조건부,N,,,"구성 문항 수 상이(1주기 만점 48=12문항, 2주기 60=15문항). 환산점수만 비교 가능, 수준 비교 주의",0.0,484.0,8884.0,4689.0,70.2438,73.0424
ST_COMP_CC_TOT,학생성장,역량점수,학생,인지적 역량 원점수(총점),continuous,조건부,N,,,만점 동일(24)하나 결측 처리 상이(2주기 484명 결측),0.0,484.0,8884.0,4689.0,13.5371,14.1913
ST_COMP_SC_TOT,학생성장,역량점수,학생,사회적 역량 원점수(총점),continuous,N,N,,,만점 상이(80 vs 100). 원점수 직접 비교 불가 — 환산점수 사용,0.0,484.0,8884.0,4689.0,52.6488,75.0998
ST_COMP_AC_TOT,학생성장,역량점수,학생,자율적 역량 원점수(총점),continuous,N,N,,,만점 상이(48 vs 60). 원점수 직접 비교 불가 — 환산점수 사용,0.0,484.0,8884.0,4689.0,33.717,47.0604
